Neighborhood,Latitude,Longitude
BJ_Neighborhood55,39.88621671434811,116.36397118540773
BJ_Neighborhood56,39.92027030122436,116.36476546444264
BJ_Neighborhood57,39.89397815053548,116.35426192852563
BJ_Neighborhood58,39.9370655686921,116.39533709752094
BJ_Neighborhood59,39.87536908544071,116.35573054770305
BJ_Neighborhood60,39.87731364645194,116.43117129093297
BJ_Neighborhood61,39.90096744685104,116.3369964637928
BJ_Neighborhood62,39.860843110654955,116.41501627812545
BJ_Neighborhood63,39.88875408583734,116.35755614457466
BJ_Neighborhood64,39.90135214015294,116.43571358825156
BJ_Neighborhood65,39.86895992824294,116.43907415474126
BJ_Neighborhood66,39.9268428068586,116.35980875198685
BJ_Neighborhood67,39.902877169642224,116.44356020761639
BJ_Neighborhood68,39.863139134199805,116.34274606127501
BJ_Neighborhood69,39.87154984332032,116.38928242053704
BJ_Neighborhood70,39.949498273778254,116.43162497755401
BJ_Neighborhood71,39.88211531003912,116.33641467828457
BJ_Neighborhood72,39.925844475918986,116.43169360277321
BJ_Neighborhood73,39.89014163802071,116.43154562483342
BJ_Neighborhood74,39.8837220940249,116.3281803378766
BJ_Neighborhood75,39.881222584221774,116.42965179280219
BJ_Neighborhood76,39.89876156754749,116.36128215673972
BJ_Neighborhood77,39.897872941950034,116.37249869575709
BJ_Neighborhood78,39.86736089191981,116.44901656307675
BJ_Neighborhood79,39.962939716632064,116.37472638167257
BJ_Neighborhood80,39.875315275455556,116.45005008522739
BJ_Neighborhood81,39.949284324769074,116.42226663615442
BJ_Neighborhood82,39.91105058286328,116.40965692261338
BJ_Neighborhood83,39.8896344654441,116.35252603597131
BJ_Neighborhood84,39.85677834746946,116.34311861116149
BJ_Neighborhood85,39.88312855439893,116.3983040166307
BJ_Neighborhood86,39.9320748797672,116.4464188513814
BJ_Neighborhood87,39.95648959281329,116.44951193526511
BJ_Neighborhood88,39.91802356529919,116.44581775187042
BJ_Neighborhood89,39.938284138948106,116.310374799116
BJ_Neighborhood90,39.88467830889238,116.33461727923414
BJ_Neighborhood91,39.91176657363991,116.40964300505075
BJ_Neighborhood92,39.96160156292021,116.37157885552854
BJ_Neighborhood93,39.88966863848451,116.40189220629956
BJ_Neighborhood94,39.95228902728947,116.34693937848677
BJ_Neighborhood95,39.942740378923716,116.38127221318588
BJ_Neighborhood96,39.872335723166685,116.36212050686731
BJ_Neighborhood97,39.94689079235991,116.3900477520275
BJ_Neighborhood98,39.94386528211253,116.33453793670482
BJ_Neighborhood99,39.94559583224492,116.44919288929592
BJ_Neighborhood100,39.95239612235265,116.40440439240027
BJ_Neighborhood101,39.881249367240244,116.31599512346699
BJ_Neighborhood102,39.912043628199534,116.34940083690772
BJ_Neighborhood103,39.90550057321092,116.3729895463131
BJ_Neighborhood104,39.86385449948064,116.31674400449108
BJ_Neighborhood105,39.85682035792325,116.32740683409969
BJ_Neighborhood106,39.95142059641416,116.45727885781278
BJ_Neighborhood107,39.90901724620497,116.3215251250554
BJ_Neighborhood108,39.88644648229452,116.35662881749734
BJ_Neighborhood109,39.926443388422655,116.36203616204138
BJ_Neighborhood110,39.89201331971398,116.39798859001624
BJ_Neighborhood111,39.88815505412589,116.33755985965166
BJ_Neighborhood112,39.91544473616134,116.32727373165986
BJ_Neighborhood113,39.89434855915563,116.41776269149346
BJ_Neighborhood114,39.87007581768734,116.32057380606115
BJ_Neighborhood115,39.921331003408774,116.36539500440735
BJ_Neighborhood116,39.894351762884256,116.42793454650243
BJ_Neighborhood117,39.92355650216393,116.43076692225326
